Product type,Product,Revenue,Quantity,Gross margin
Insect Repellents,BugShield Spray,10637.34,1806,0.6893039
Sunscreen,Sun Shield,6774.48,1164,0.5257732
Lanterns,EverGlow Single,19195.5,573,0.46149254
Eyewear,Maximus,90150,1803,0.1924
Insect Repellents,BugShield Natural,8142.18,1399,0.68041237
Sunscreen,Sun Shelter Stick,5684.2,1172,0.59587629
Cooking Gear,TrailChef Kettle,39158.34,4938,0.49684741
Tents,Star Gazer 6,17386.38,22,0.37997444
Sleeping Bags,Hibernator Lite,54025.84,638,0.29145017
Sleeping Bags,Hibernator,34919.06,253,0.3769019
Sleeping Bags,Hibernator Pad,61223.73,1559,0.51185545
Sleeping Bags,Hibernator Pillow,4004.64,324,0.43365696
Packs,Canyon Mule Climber Backpack,154470.42,2135,0.27437564
Packs,Canyon Mule Journey Backpack,47759.57,137,0.38805542
Packs,Canyon Mule Cooler,12937.56,393,0.51397327
Lanterns,Firefly 2,6490.44,242,0.37844892
Lanterns,Firefly 4,4240.95,147,0.37608319
Lanterns,EverGlow Single,8902.55,263,0.46706056
Lanterns,EverGlow Double,11063.68,216,0.43870394
Lanterns,EverGlow Butane,3511.08,54,0.37511535
Lanterns,EverGlow Lamp,36128.19,1335,0.33597698
Lanterns,Flicker Lantern,2854.37,83,0.5457982
Rope,Husky Rope 50,74598.4,496,0.32905585
Watches,Mountain Man Analog,3305.1,69,0.3736952
Watches,Mountain Man Digital,1369.11,47,0.31342259
Watches,Mountain Man Deluxe,4227.66,54,0.50185209
Insect Repellents,BugShield Natural,28976.88,5022,0.67764231
First Aid,Insect Bite Relief,1026,171,0.54
Irons,Hailstorm Steel Irons,15489.6,48,0.31515339
Woods,Hailstorm Steel Woods Set,33408,48,0.5091954
Putters,Course Pro Putter,25576.5,354,0.51695502
Putters,Blue Steel Putter,4260,48,0.53577465
Golf Accessories,Course Pro Golf Bag,20201.72,98,0.61336955
Cooking Gear,TrailChef Water Bag,58695.92,13956,0.47787138
Cooking Gear,TrailChef Cup,7475.66,2098,0.7614525
Cooking Gear,TrailChef Deluxe Cook Set,60726.12,498,0.34754797
Cooking Gear,TrailChef Single Flame,21212.88,338,0.26099426
Cooking Gear,TrailChef Double Flame,36663.62,257,0.4742745
Cooking Gear,TrailChef Kettle,81772.72,7315,0.5719202
Tents,Star Dome,39157.76,64,0.35277197
Tents,Star Gazer 2,312057.9,570,0.28293788
Tents,Star Peg,11423.44,5807,0.49165926
Sleeping Bags,Hibernator Lite,111438.88,1316,0.29145017
Sleeping Bags,Hibernator,66663.66,483,0.3769019
Sleeping Bags,Hibernator Extreme,168977.94,678,0.39814629
Sleeping Bags,Hibernator Self - Inflating Mat,25361.56,212,0.5440107
Sleeping Bags,Hibernator Pad,7452.27,189,0.51382196
Sleeping Bags,Hibernator Pillow,3979.92,322,0.43365696
Sleeping Bags,Hibernator Camp Cot,69238.05,705,0.33560737
Packs,Canyon Mule Climber Backpack,59028.25,817,0.2733564
Packs,Canyon Mule Extreme Backpack,109521.17,253,0.4481739
Packs,Canyon Mule Cooler,25054.02,769,0.50890117
Packs,Canyon Mule Carryall,16581.6,240,0.40396584
Lanterns,Firefly Lite,38649.63,2702,0.52810674
Lanterns,Firefly Extreme,17085.28,342,0.43711546
Lanterns,EverGlow Single,9037.95,267,0.46706056
Lanterns,EverGlow Butane,19238.92,301,0.36432866
Lanterns,EverGlow Lamp,11962.75,439,0.34055046
Rope,Husky Rope 50,63168,420,0.32905585
Rope,Husky Rope 60,63403,355,0.29165733
Rope,Husky Rope 100,96454.56,296,0.30126435
Rope,Husky Rope 200,54760.98,101,0.31693425
Safety,Granite Climbing Helmet,82219.92,1182,0.24468085
Safety,Husky Harness,25356.5,415,0.28363339
Safety,Husky Harness Extreme,137832.2,1333,0.47843327
Safety,Granite Signal Mirror,14515.38,445,0.51837637
Climbing Accessories,Granite Carabiner,44422.96,11735,0.48223621
Climbing Accessories,Granite Belay,60601.8,921,0.47613982
Climbing Accessories,Granite Pulley,72777.22,1986,0.49925128
Climbing Accessories,Firefly Climbing Lamp,27385.74,706,0.42768755
Climbing Accessories,Firefly Charger,61371.6,1194,0.56498054
Climbing Accessories,Firefly Rechargeable Battery,64541.36,8344,0.59276346
Climbing Accessories,Granite Chalk Bag,19245.24,1091,0.51643991
Tools,Granite Ice,87382.4,1162,0.48178191
Tools,Granite Hammer,93824.64,1248,0.2434158
Tools,Granite Shovel,49155.57,843,0.33836715
Tools,Granite Grip,43061.6,2208,0.49288647
Tools,Granite Axe,110816.4,2882,0.49234373
Tools,Granite Extreme,124305.6,1653,0.38138298
Watches,Mountain Man Digital,4076.36,101,0.50445986
Watches,Mountain Man Deluxe,13513.3,175,0.49494202
Watches,Mountain Man Combination,20953.66,224,0.51893846
Watches,Mountain Man Extreme,20553.36,73,0.58732441
Watches,Venue,240819,3315,0.41920513
Watches,Infinity,185340,816,0.45961455
Watches,Lux,109448.4,650,0.47708637
Watches,Sam,33091.3,737,0.38841871
Watches,TX,538504,2831,0.45502845
Watches,Legend,332541,1310,0.44565278
Watches,Kodiak,156364.3,1276,0.45259449
Eyewear,Polar Sun,25752.66,423,0.5704735
Eyewear,Polar Ice,2640,24,0.54827273
Eyewear,Polar Extreme,3037.21,21,0.49871757
Eyewear,Bella,71617.5,1061,0.45414473
Eyewear,Capri,167371,4370,0.34128362
Eyewear,Cat Eye,392122.8,12901,0.32612217
Eyewear,Dante,233334.65,5401,0.35383095
Eyewear,Fairway,130874.25,6495,0.40346432
Eyewear,Inferno,177491.05,2758,0.40918255
Eyewear,Maximus,251785,3108,0.50048124
Eyewear,Trendi,187065.7,3719,0.39551227
Eyewear,Zone,496273.5,16185,0.32625456
Eyewear,Hawk Eye,48276,1192,0.42140339
Knives,Double Edge,5708.5,350,0.29920294
Knives,Edge Extreme,91583.14,814,0.28895209
Knives,Bear Survival Edge,14574,168,0.48126801
Knives,Max Gizmo,64137.8,1679,0.53876637
Knives,Pocket Gizmo,54009.4,4427,0.60737149
Binoculars,Seeker 50,7689.66,61,0.26558782
Binoculars,Seeker Extreme,6868.4,40,0.45186652
Binoculars,Seeker Mini,14690.96,182,0.50445716
Binoculars,Opera Vision,61380,558,0.54239589
Binoculars,Ranger Vision,117920,737,0.3927316
Navigation,Glacier GPS,17995.72,164,0.28415201
Navigation,Glacier GPS Extreme,57801.42,171,0.4779303
Navigation,Trail Master,53655,147,0.34829317
Navigation,Trail Scout,58786,247,0.35527575
Navigation,Trail Star,65758,427,0.42420116
Insect Repellents,BugShield Lotion Lite,1421,203,0.73142857
Insect Repellents,BugShield Extreme,67980.64,10262,0.63468952
Sunscreen,Sun Blocker,2180,436,0.61
Sunscreen,Sun Shelter Stick,8666,1781,0.59718901
Sunscreen,Sun Shelter 30,20247.7,4262,0.61058787
Sunscreen,Sun Shield,11079.06,1897,0.527422
First Aid,Compact Relief Kit,5810.72,256,0.60349148
First Aid,Deluxe Family Relief Kit,2778.3,81,0.59067055
First Aid,Calamine Relief,342,57,0.52833333
First Aid,Aloe Relief,1009.39,193,0.63288719
First Aid,Insect Bite Relief,576,96,0.54
Watches,Mountain Man Analog,22682.31,476,0.37043449
Watches,Venue,48434,677,0.41921336
Watches,Infinity,104180,454,0.44648128
Watches,Lux,10577.6,62,0.47517395
Watches,Sam,4445.1,99,0.38841871
Watches,TX,278356,1460,0.45441032
Watches,Legend,153335.2,606,0.44346986
Watches,Kodiak,26586.3,221,0.44296348
Eyewear,Polar Sun,34373.06,568,0.56788252
Eyewear,Polar Ice,17122.6,164,0.52406994
Eyewear,Polar Sports,9457.88,82,0.48950928
Eyewear,Polar Wave,5016.29,53,0.56554346
Eyewear,Polar Extreme,4549.78,31,0.50602007
Eyewear,Bella,3105,46,0.45348148
Eyewear,Capri,104980.3,2741,0.34115458
Eyewear,Cat Eye,140280.6,4845,0.32200903
Eyewear,Dante,124845.7,2906,0.35476216
Eyewear,Fairway,47251.75,2345,0.40391583
Eyewear,Inferno,85425.25,1339,0.42261264
Eyewear,Maximus,66685,807,0.50969064
Eyewear,Trendi,119915.2,2384,0.39561707
Eyewear,Zone,142442.4,4587,0.33024717
Eyewear,Hawk Eye,24867,614,0.40013914
Knives,Max Gizmo,37130.4,972,0.53968312
Knives,Pocket Gizmo,24961.2,2046,0.61838934
Binoculars,Seeker 35,27513.66,278,0.28069112
Binoculars,Seeker Extreme,6868.4,40,0.45186652
Binoculars,Opera Vision,11440,104,0.541
Binoculars,Ranger Vision,57440,359,0.39608531
Navigation,Glacier GPS,38515.23,351,0.28415201
Navigation,Trail Master,52925,145,0.34757657
Navigation,Trail Scout,49504,208,0.35562803
Navigation,Trail Star,67452,438,0.42461662
Cooking Gear,TrailChef Water Bag,152601.98,35122,0.48110201
Cooking Gear,TrailChef Canteen,49617.39,5142,0.4833255
Cooking Gear,TrailChef Kitchen Kit,56777.28,3408,0.23529412
Cooking Gear,TrailChef Cup,11017.89,3139,0.75783476
Cooking Gear,TrailChef Cook Set,180478.02,3419,0.33752359
Cooking Gear,TrailChef Single Flame,160602.84,2559,0.26099426
Cooking Gear,TrailChef Double Flame,196014.84,1374,0.4742745
Cooking Gear,TrailChef Kettle,24705.52,1967,0.59315287
Cooking Gear,TrailChef Utensils,8429.4,446,0.47089947
Tents,Star Lite,273813.04,787,0.28144401
Tents,Star Dome,438689.28,717,0.35277197
Tents,Star Gazer 2,166430.88,304,0.28293788
Tents,Star Gazer 3,441668.54,694,0.3306202
Tents,Star Gazer 6,125447.8,160,0.37503886
Tents,Star Peg,21341.08,10892,0.48962283
Sleeping Bags,Hibernator Lite,26335.48,311,0.29145017
Sleeping Bags,Hibernator,240568.86,1743,0.3769019
Sleeping Bags,Hibernator Self - Inflating Mat,198107.28,1656,0.5440107
Sleeping Bags,Hibernator Pad,15022.83,381,0.51382196
Sleeping Bags,Hibernator Pillow,30668.6,2331,0.45398094
Sleeping Bags,Hibernator Camp Cot,124333.86,1266,0.33560737
Packs,Canyon Mule Climber Backpack,106067.29,1456,0.27932542
Packs,Canyon Mule Weekender Backpack,198330.12,738,0.37984669
Packs,Canyon Mule Journey Backpack,531978.86,1526,0.38805542
Packs,Canyon Mule Extreme Backpack,270989.14,626,0.4481739
Packs,Canyon Mule Cooler,135894.72,4163,0.50985586
Packs,Canyon Mule Carryall,153656.16,2224,0.40396584
Lanterns,Firefly Lite,18428.38,1286,0.52896022
Lanterns,Firefly Mapreader,6048.84,379,0.53007519
Lanterns,Firefly 2,27034.56,1008,0.37844892
Lanterns,Firefly 4,48492.75,1783,0.37944538
Lanterns,Firefly Extreme,19631.5,395,0.43420523
Lanterns,EverGlow Single,35543.5,1061,0.46149254
Lanterns,EverGlow Double,6049.4,116,0.44870566
Lanterns,EverGlow Kerosene,76063.2,2460,0.35316947
Lanterns,EverGlow Butane,3836.18,59,0.37511535
Lanterns,EverGlow Lamp,56344.85,2084,0.33535221
Lanterns,Flicker Lantern,41079.18,1202,0.54294998
Watches,Mountain Man Analog,37474.11,789,0.36836392
Watches,Mountain Man Digital,14857.77,418,0.43733144
Watches,Mountain Man Deluxe,40566.13,528,0.49238441
Watches,Mountain Man Combination,23171.63,247,0.5203186
Watches,Mountain Man Extreme,31786.8,112,0.59060742
Watches,Venue,254995,3538,0.41926916
Watches,Infinity,211979,932,0.45404969
Watches,Lux,102959.2,609,0.47679255
Watches,Sam,40634.5,905,0.38841871
Watches,TX,590480,3129,0.45360639
Watches,Legend,444398.6,1754,0.44464947
Watches,Kodiak,241216.3,1969,0.45228361
Eyewear,Polar Sun,91931.51,1521,0.56735019
Eyewear,Polar Ice,38453.8,364,0.5296392
Eyewear,Polar Sports,20069.16,174,0.48950928
Eyewear,Bella,86872.5,1287,0.45498541
Eyewear,Capri,191576.6,5002,0.3412493
Eyewear,Cat Eye,418403.15,14124,0.32418425
Eyewear,Dante,259043.35,5999,0.35337773
Eyewear,Fairway,209136.85,10379,0.4040341
Eyewear,Inferno,237131.85,3689,0.4107304
Eyewear,Maximus,314690,3886,0.49987489
Eyewear,Trendi,121826.6,2422,0.3957648
Eyewear,Zone,638000.5,20710,0.3285006
Eyewear,Hawk Eye,100278,2476,0.41873701
Knives,Single Edge,282825.38,23514,0.28832469
Knives,Double Edge,17062.56,1054,0.29393831
Knives,Edge Extreme,65030.78,578,0.28895209
Knives,Bear Edge,63587.4,1618,0.40127226
Knives,Bear Survival Edge,44469.47,511,0.48290366
Knives,Max Gizmo,42325.6,1108,0.53899011
Knives,Pocket Gizmo,41309.2,3386,0.61186419
Binoculars,Seeker 35,90458.58,914,0.28069112
Binoculars,Seeker 50,67946.34,539,0.26558782
Binoculars,Seeker Extreme,68340.58,398,0.45186652
Binoculars,Seeker Mini,60137.31,747,0.50313707
Binoculars,Opera Vision,31350,285,0.54258309
Binoculars,Ranger Vision,109600,685,0.37533394
Navigation,Glacier Basic,131960.85,4149,0.37117713
Navigation,Glacier Deluxe,24475.5,270,0.37970215
Navigation,Glacier GPS,143526.84,1308,0.28415201
Navigation,Glacier GPS Extreme,154813.16,458,0.4779303
Navigation,Trail Master,74095,203,0.34838127
Navigation,Trail Scout,87584,368,0.35489587
Navigation,Trail Star,62062,403,0.42442557
Insect Repellents,BugShield Spray,13784.56,2332,0.69041014
Insect Repellents,BugShield Lotion,18060.98,2645,0.65877544
Insect Repellents,BugShield Extreme,24109.12,3664,0.63221884
Sunscreen,Sun Blocker,26564.2,5404,0.60330821
Sunscreen,Sun Shelter Stick,15437.65,3177,0.59664068
Sunscreen,Sun Shelter 15,3665.2,748,0.63469388
Sunscreen,Sun Shelter 30,35305.55,7468,0.60867909
First Aid,Deluxe Family Relief Kit,10320.8,304,0.58645066
First Aid,Calamine Relief,3102,517,0.52833333
First Aid,Aloe Relief,669.44,128,0.63288719
First Aid,Insect Bite Relief,684,114,0.54
Irons,Hailstorm Steel Irons,149013.64,373,0.44680903
Irons,Hailstorm Titanium Irons,187656.3,215,0.43751289
Irons,Lady Hailstorm Titanium Irons,149586.72,179,0.44955007
Woods,Hailstorm Titanium Woods Set,363225.28,304,0.42250716
Woods,Hailstorm Steel Woods Set,241637.28,362,0.48824453
Woods,Lady Hailstorm Titanium Woods Set,410282.94,321,0.48311609
Putters,Blue Steel Putter,69691.84,828,0.51050797
Putters,Blue Steel Max Putter,101534.42,598,0.45933212
Golf Accessories,Course Pro Golf and Tee Set,4464.04,928,0.41792636
Golf Accessories,Course Pro Umbrella,17294.29,1887,0.34533306
Golf Accessories,Course Pro Golf Bag,162303.43,808,0.60322712
Irons,Hailstorm Titanium Irons,64588.68,74,0.43751289
Woods,Hailstorm Titanium Woods Set,111118.26,93,0.42250716
Putters,Course Pro Putter,55199,764,0.51695502
Putters,Blue Steel Max Putter,40749.6,240,0.45933212
Cooking Gear,TrailChef Kitchen Kit,22905.28,992,0.31009095
Cooking Gear,TrailChef Deluxe Cook Set,55360.76,454,0.34754797
Cooking Gear,TrailChef Utensils,22798.12,1231,0.4600432
Tents,Star Gazer 2,164788.47,301,0.28293788
Sleeping Bags,Hibernator Pad,15417.13,391,0.51382196
Packs,Canyon Mule Carryall,60039.21,869,0.40396584
Lanterns,Firefly Mapreader,12592.6,797,0.52531646
Lanterns,Firefly Multi-light,13655.25,525,0.31641676
Insect Repellents,BugShield Spray,10054.23,1707,0.6893039
Sunscreen,Sun Shield,6995.64,1202,0.5257732
Cooking Gear,TrailChef Deluxe Cook Set,27558.44,226,0.34754797
Cooking Gear,TrailChef Double Flame,16691.22,117,0.4742745
Tents,Star Dome,91776,150,0.35277197
Sleeping Bags,Hibernator Lite,64695.52,764,0.29145017
Sleeping Bags,Hibernator Extreme,82744.36,332,0.39814629
Sleeping Bags,Hibernator Self - Inflating Mat,55149.43,461,0.5440107
Lanterns,EverGlow Single,21507,642,0.46149254
Rope,Husky Rope 50,22710.4,151,0.32905585
Rope,Husky Rope 60,28397.4,159,0.29165733
Rope,Husky Rope 100,120242.34,369,0.30126435
Rope,Husky Rope 200,115662.72,214,0.31477575
Safety,Granite Climbing Helmet,97870.92,1407,0.24468085
Safety,Husky Harness,69348.5,1135,0.28363339
Safety,Husky Harness Extreme,155306.8,1502,0.47843327
Safety,Granite Signal Mirror,16881.48,522,0.51422387
Climbing Accessories,Granite Carabiner,51861.68,13756,0.48012174
Climbing Accessories,Granite Belay,68366.2,1039,0.47613982
Climbing Accessories,Granite Pulley,59565.76,1616,0.50217037
Climbing Accessories,Firefly Climbing Lamp,31342.32,808,0.42768755
Climbing Accessories,Firefly Charger,55100.8,1072,0.56498054
Climbing Accessories,Firefly Rechargeable Battery,24660.48,3211,0.58984375
Climbing Accessories,Granite Chalk Bag,12947.76,734,0.51643991
Tools,Granite Ice,101595.2,1351,0.48178191
Tools,Granite Hammer,53077.08,706,0.2434158
Tools,Granite Shovel,37287.8,640,0.33782095
Tools,Granite Grip,20115,1032,0.49259359
Tools,Granite Axe,31971.2,824,0.49690722
Tools,Granite Extreme,20304,270,0.38138298
Watches,Mountain Man Digital,2079.78,51,0.50956351
Knives,Edge Extreme,15638.89,139,0.28895209
Navigation,Glacier Deluxe,5863.68,64,0.38626937
Navigation,Glacier GPS Extreme,38196.26,113,0.4779303
Insect Repellents,BugShield Extreme,35033.88,5290,0.634588
Sunscreen,Sun Shelter Stick,6018.85,1241,0.59587629
Sunscreen,Sun Shelter 30,15618.1,3323,0.60638298
First Aid,Compact Relief Kit,1817,79,0.60869565
Watches,Mountain Man Analog,32475.97,684,0.3681482
Eyewear,Polar Sun,40383.26,676,0.56225921
Eyewear,Polar Ice,13759.9,132,0.52331921
Eyewear,Polar Sports,28258.3,245,0.48950928
Eyewear,Polar Wave,7355.22,78,0.56393419
Eyewear,Polar Extreme,6433.13,44,0.50412941
Binoculars,Seeker 35,27711.6,280,0.28069112
Binoculars,Seeker 50,16639.92,132,0.26558782
Binoculars,Seeker Extreme,14251.93,83,0.45186652
Cooking Gear,TrailChef Water Bag,49074.8,12424,0.46582278
Cooking Gear,TrailChef Canteen,14303.87,1631,0.49600912
Cooking Gear,TrailChef Kitchen Kit,22457.68,1348,0.23529412
Tents,Star Peg,4745.16,2421,0.48979592
Packs,Canyon Mule Climber Backpack,38148,528,0.2733564
Lanterns,EverGlow Lamp,28195.2,1056,0.32696629
Eyewear,Polar Sun,14598.86,242,0.56652095
Knives,Edge Extreme,35103.12,312,0.28895209
Knives,Bear Survival Edge,14487.25,167,0.48126801
Binoculars,Seeker Extreme,14423.64,84,0.45186652
Insect Repellents,BugShield Lotion,6619.9,965,0.66034985
Sunscreen,Sun Blocker,3964.1,809,0.60204082
First Aid,Calamine Relief,576,96,0.52833333
Woods,Lady Hailstorm Titanium Woods Set,66463.28,52,0.48311609
Golf Accessories,Course Pro Golf and Tee Set,10904.28,1068,0.72575906
Sleeping Bags,Hibernator Lite,117535.84,1388,0.29145017
Sleeping Bags,Hibernator Extreme,90221.26,362,0.39814629
Sleeping Bags,Hibernator Self - Inflating Mat,50962.38,426,0.5440107
Packs,Canyon Mule Extreme Backpack,61037.49,141,0.4481739
Lanterns,Firefly Extreme,9890.3,199,0.43420523
Lanterns,EverGlow Single,20468.5,611,0.46149254
Rope,Husky Rope 60,14823.8,83,0.29165733
Rope,Husky Rope 100,40406.64,124,0.30126435
Rope,Husky Rope 200,42697.92,79,0.31477575
Safety,Granite Climbing Helmet,33110.56,476,0.24468085
Safety,Husky Harness,16680.3,273,0.28363339
Safety,Husky Harness Extreme,35156,340,0.47843327
Safety,Granite Signal Mirror,3913.14,121,0.51422387
Tools,Granite Ice,25342.4,337,0.48178191
Tools,Granite Axe,36364.8,947,0.49166667
Tools,Granite Extreme,45571.2,606,0.38138298
Watches,Mountain Man Digital,4116.72,102,0.50445986
Watches,Mountain Man Deluxe,9275.86,121,0.49126011
Insect Repellents,BugShield Extreme,24615.78,3741,0.63221884
First Aid,Compact Relief Kit,3561.32,158,0.60070985
Watches,Venue,12045,165,0.41863014
Watches,TX,20960,114,0.45054389
Watches,Legend,3740,17,0.47345455
Watches,Kodiak,33445.2,271,0.45531676
Eyewear,Capri,23784.3,621,0.34070668
Eyewear,Cat Eye,19703.7,510,0.34070555
Eyewear,Dante,3990.35,91,0.34754846
Eyewear,Fairway,11545.95,573,0.40347395
Eyewear,Inferno,4355,67,0.39415385
Eyewear,Maximus,4560,57,0.49489693
Eyewear,Trendi,12575,250,0.39662028
Eyewear,Hawk Eye,15471,382,0.4017284
Binoculars,Ranger Vision,4160,26,0.5341875
Navigation,Trail Scout,11662,49,0.35411765
Navigation,Trail Star,13552,88,0.42402597
Watches,Venue,21885,303,0.4197231
Watches,Infinity,15180,66,0.44430435
Watches,Lux,7022.4,42,0.47882775
Watches,TX,25360,135,0.45522634
Watches,Legend,7951,33,0.44912338
Watches,Kodiak,14796.9,123,0.4434564
Eyewear,Bella,8100,120,0.4557037
Eyewear,Capri,4902.4,128,0.34125326
Eyewear,Cat Eye,25436.75,764,0.33260578
Eyewear,Fairway,21903.05,1087,0.40453407
Eyewear,Inferno,28286.6,444,0.42419944
Eyewear,Maximus,7520,94,0.49525
Eyewear,Trendi,5633.6,112,0.39542744
Eyewear,Zone,19851.2,653,0.31688059
Eyewear,Hawk Eye,5589,138,0.39901235
Knives,Max Gizmo,6723.2,176,0.53910043
Binoculars,Opera Vision,1760,16,0.541
Binoculars,Ranger Vision,22560,141,0.46418706
Navigation,Trail Master,9125,25,0.3492274
Woods,Hailstorm Titanium Woods Set,72884.02,61,0.42250716
Woods,Lady Hailstorm Steel Woods Set,35102.97,41,0.44845066
Putters,Course Pro Putter,36775.25,509,0.51695502
Putters,Blue Steel Max Putter,29543.46,174,0.45933212
Cooking Gear,TrailChef Water Bag,12588.86,2011,0.53194888
Cooking Gear,TrailChef Canteen,8252.57,941,0.49600912
Cooking Gear,TrailChef Kitchen Kit,13807.82,598,0.31009095
Cooking Gear,TrailChef Cup,7224.16,2024,0.76185467
Cooking Gear,TrailChef Cook Set,30372.48,576,0.33681016
Cooking Gear,TrailChef Kettle,84067.93,9049,0.53606768
Tents,Star Dome,132157.44,216,0.35277197
Tents,Star Gazer 6,100874.13,129,0.3733775
Tents,Star Peg,6103.24,3146,0.48453608
Sleeping Bags,Hibernator Lite,34718.8,410,0.29145017
Sleeping Bags,Hibernator,42786.2,310,0.3769019
Sleeping Bags,Hibernator Pad,20173.34,517,0.50871348
Sleeping Bags,Hibernator Pillow,28387.1,1884,0.49321558
Sleeping Bags,Hibernator Camp Cot,96638.64,984,0.33560737
Packs,Canyon Mule Climber Backpack,26877,372,0.2733564
Packs,Canyon Mule Weekender Backpack,177368.4,660,0.37984669
Packs,Canyon Mule Journey Backpack,132820.41,381,0.38805542
Packs,Canyon Mule Cooler,18733.5,575,0.50890117
Lanterns,Firefly Lite,11936.89,833,0.52896022
Lanterns,Firefly Mapreader,17376.04,1111,0.52046036
Lanterns,Firefly 2,57905.55,2181,0.37212806
Lanterns,Firefly 4,5741.15,199,0.37608319
Lanterns,Firefly Multi-light,9909.81,381,0.31641676
Lanterns,EverGlow Single,12253.7,362,0.46706056
Lanterns,EverGlow Double,5297.61,103,0.44102152
Lanterns,EverGlow Butane,15535.48,244,0.36186587
Lanterns,EverGlow Lamp,32807.68,1216,0.33395107
Lanterns,Flicker Lantern,3778.44,111,0.54112808
Watches,Mountain Man Analog,4930.64,104,0.36722211
Watches,Mountain Man Digital,2976.94,73,0.50956351
